*2020_STATIONINFO_INFOSTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DEFINITIONS_DÉFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
************************************2020_STATIONINFO_INFOSTATION************************************,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,P/T,Postal_Code,Timezone,Latitude,Longitude,Elevation,Start_Year,End_Year,Combined_Stations,Inlet_Height,Network,SO2,CO,NO2,NO,NOX,O3,PM_25_Continuous,PM_10_Continuous,PM_2.5_RM,PM10-2.5,PM2.5_SPEC,VOC,Carbonyl,PAH,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
Identifiant_SNPA,Nom de la station,Statut,Emplacement_Address,Ville,P/T,Code_postal,Fuseau_horaire,Latitude,Longitude,Élévation,Début_année,Fin_année,Stations_combinées,Hauteur_entrée,Réseau,SO2,CO,NO2,NO,NOX,O3,PM25_en_continu,PM10_en_continu,PM_2.5_MR,PM10-2.5,PM2.5_SPEC,COV,Carbonyle,HAP,Type_de_site,Urbanisation,Quartier,Utilisation_du_sol,Échelle,PC,CD,CSD,CMA/CA,SGQA_zones_atmosphérique,Sites_principaux
40102,YORK STREET,0,YORK STREET,FREDERICTON,NEW BRUNSWICK,E3B 3R3,-4,45.95278,-66.65083,29,1975-01-01,31/01/2001,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Fredericton (N.B.),10. York,"Fredericton, CY 10 032","320. Fredericton , CA/AR",Central,
40103,FREDERICTON-ABERDEEN,0,437 ABERDEEN STREET,FREDERICTON,NEW BRUNSWICK,E3B 1S2,-4,45.957318,-66.646719,21,1999-01-01,2017-04-01,40104,3,N,,,,,,,X,,X,,,,,,PE,MU,P3,R,NE,Fredericton (N.B.),10. York,"Fredericton, CY 10 032","320. Fredericton , CA/AR",Central,2
40104,FREDERICTON-NEEDHAM ST.,1,486 NEEDHAM STREET,FREDERICTON,NEW BRUNSWICK,E3B 1P1,-4,45.957289,-66.645236,10,2017-01-01,,40103,,N,,,X,X,X,X,X,,X,,,,,,PE,MU,P3,R,,Fredericton (N.B.),10. York,"Fredericton, CY 10 032","320. Fredericton, CA/AR",Central,
40201,110 CHARLOTTE STREET,0,110 CHARLOTTE STREET,SAINT JOHN,NEW BRUNSWICK,E2L 2J3,-4,45.272517,-66.058401,51,1974-01-01,1974-03-03,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Saint John (N.B.),01. Saint John,"Saint John, CY 01 006","310. Saint John, CMA/RMR",Southern,
40202,POST OFFICE,0,POST OFFICE,SAINT JOHN,NEW BRUNSWICK,E2L 0B1,-4,45.27056,-66.0625,2,1974-01-01,1991-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Saint John (N.B.),01. Saint John,"Saint John, CY 01 006","310. Saint John, CMA/RMR",Southern,
40203,FOREST HILLS,1,MOUNTAIN ROAD,SAINT JOHN,NEW BRUNSWICK,E2J 2X1,-4,45.308762,-66.008384,41,1980-01-01,,,3,N,X,,X,X,X,X,X,,X,X,X,X,X,X,PS,MU,P3,R,MD,Saint John (N.B.),01. Saint John,"Saint John, CY 01 007","310. Saint John, CMA/RMR",Southern,1
40204,WEST DISTRICT POLICE STATION,0,1918 MANAWAGONISH ROAD,SAINT JOHN,NEW BRUNSWICK,E2M 5H5,-4,45.23474,-66.1376,49,1980-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P2,R,na,Saint John (N.B.),01. Saint John,"Saint John, CY 01 008","310. Saint John, CMA/RMR",Southern,
40205,REGIONAL CENTER,0,439 PRINCE STREET,SAINT JOHN,NEW BRUNSWICK,E2M 1R3,-4,45.25417,-66.08333,46,1993-01-01,31/12/1998,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Saint John (N.B.),01. Saint John,"Saint John, CY 01 009","310. Saint John, CMA/RMR",Southern,
40206,CUSTOMS BUILDING,0,189 PRINCE WILLIAM,SAINT JOHN,NEW BRUNSWICK,E2L 2B9,-4,45.269677,-66.06151,29,1991-01-01,2016-03-01,40209,3,N,X,X,X,X,X,X,,,,,,,,,PE,MU,P3,R,NE,Saint John (N.B.),01. Saint John,"Saint John, CY 01 010","310. Saint John, CMA/RMR",Southern,
40207,WEST SIDE,1,476 LANCASTER AVENUE W.,SAINT JOHN,NEW BRUNSWICK,E2M 2L7,-4,45.252898,-66.080065,59,1997-01-01,,,3,N,X,,X,X,X,X,X,,,,,,,,PS,MU,P3,R,MD,Saint John (N.B.),01. Saint John,"Saint John, CY 01 011","310. Saint John, CMA/RMR",Southern,
40208,CHAMPLAIN HEIGHTS SCHOOL,1,111 CHAMPLAIN DRIVE,SAINT JOHN,NEW BRUNSWICK,E2J 3E4,-4,45.291218,-66.00305,47,2002-01-01,,,3,N,X,,,,,,X,,,,,X,,,PS,MU,P3,R,MD,Saint John (N.B.),01. Saint John,"Saint John, CY 01 012","310. Saint John, CMA/RMR",Southern,
40209,CASTLE STREET-SAINT JOHN,1,8 CASTLE STREET,SAINT JOHN,NEW BRUNSWICK,E2J 3B8,-4,45.28028,-66.05611,41,2009-01-01,,40206,,N,X,X,X,X,X,X,X,,,,,,,,PE,MU,P3,R,NE,Saint John (N.B.),01. Saint John,"Saint John, CY 01 013","310. Saint John, CMA/RMR",Southern,
40301,774 MAIN STREET,0,774 MAIN STREET,MONCTON,NEW BRUNSWICK,E1C 9Y3,-4,46.08833,-64.77778,29,1974-01-01,30/04/1981,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Moncton (N.B.),07. Westmorland,"Moncton, C 07 022","305. Moncton, CMA/RMR",Central,
40302,MONCTON,1,5 THANET STREET,MONCTON,NEW BRUNSWICK,E1C 3G7,-4,46.101578,-64.789661,9,1998-01-01,,,3,N,,X,X,X,X,X,X,,,,,,,,T,LU,P4,R,MD,Moncton (N.B.),07. Westmorland,"Moncton, C 07 023","305. Moncton, CMA/RMR",Central,
40401,HASTINGS TOWER - FUNDY PARK,0,HASTINGS TOWER,FUNDY NAT. PARK,NEW BRUNSWICK,E4H ,-4,45.59222,-64.99444,335,1989-01-01,2015-12-31,,4,N,,,,,,X,,,,,,,,,RB,NU,P1,F,RE,none,06. Albert,"Alma, VL 06 006",,Central,
40501,PT LEPREAU - CHARLOTTE COUNTY,0,RECREATION AREA,POINT LEPREAU,NEW BRUNSWICK,E5J,-4,45.073272,-66.449573,0,1986-01-01,2015-12-31,,3,N,,,,,,X,,,,,,,,,RB,NU,P1,W,RE,none,01. Saint John,"Musquash, P 01 016","310. Saint John, CMA/RMR",Southern,
40601,BLISSVILLE - SUNBURY COUNTY,0,AIRPORT ROAD,BLISSVILLE - SUNBURY COUNTY,NEW BRUNSWICK,E5L 1Z2,-4,45.605425,-66.559505,9,1987-01-01,2014-12-31,,4,N,,,,,,X,,,,,,,,,RB,NU,P1,F,RE,none,03. Sunbury,"Blissville, P 03 001","320. Fredericton, CA/AR",Central,
40701,NORTON - KINGS COUNTY,0,308 HWY 124,NORTON - KINGS COUNTY,NEW BRUNSWICK,E5T 1R2,-4,45.64192,-65.70127,20,1989-01-01,2018-01-31,,4,N,,,,,,X,,,,,,,,,RB,NU,P2,F,RE,none,05. Kings,"Norton, VL 05 018","310. Saint John, CMA/RMR",Southern,
40801,CANTERBURY,0,487 ROUTE 122,DOW SETTLEMENT,NEW BRUNSWICK,E6H 1B9,-4,45.950069,-67.477738,153,1994-01-01,2014-12-31,,,N,,,,,,X,,,X,,,,,,RB,NU,P1,F,RE,none,10. York,"Canterbury, VL 10 012",,Central,
40901,ST. ANDREWS - HUNTSMAN MARINE SCIENCES CTR.,1,BRANDY COVE ROAD,ST. ANDREWS,NEW BRUNSWICK,E5B 3S9,-4,45.086912,-67.074036,25,1997-01-01,,,3,N,,,X,X,X,X,X,,,,,X,,,PE,SU,P2,P,UR,Saint Andrews (N.B.),02. Charlotte,"Saint Andrews, T 02 026",,Southern,
41001,CAMPOBELLO ISLAND,0,CAMPOBELLO ISLAND,CAMPOBELLO ISLAND,NEW BRUNSWICK,,-4,44.87306,-66.95611,29,1995-01-01,2005-12-31,,,N,,,,,,,,,,,,,,,RB,NU,P2,F,na,none,02. Charlotte,"Campobello, P 02 004",,Southern,
41101,ST. LEONARD,0,St. Leonard Airport (YSL),ST. LEONARD,NEW BRUNSWICK,E7E 2P7,-4,47.157628,-67.831015,239,2000-01-01,2016-12-01,,5,N,,,,,,X,,,,,,,,,RB,NU,P1,F,RE,none,13. Madawaska,"Saint-Leonard, P 13 004",,Central,
41201,LOWER NEWCASTLE,0,55 ROUTE 11 HWY,MIRAMICHI,NEW BRUNSWICK,E1V 7E7,-4,47.071087,-65.423534,18,2000-01-01,2018-04-13,,2.5,N,,,,,,X,,,,,,,,,RB,NU,P2,A,UR,Chatham-Douglastown (N.B.),09. Northumberland,"Newcastle, P 09 031","329. Miramichi, CA/AR",Central,
41301,HOLY FAMILY CHURCH,0,430 ST. PETERS AVENUE,BATHURST,NEW BRUNSWICK,E2A 2Y2,-4,47.62889,-65.66333,20,2000-01-01,2002-12-31,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Bathurst (N.B.),15. Gloucester,"Bathhurst, CY 15 011","328. Bathurst, CA/AR",Northern,
41302,BATHURST,1,1255 ROUGH WATERS DRIVE,BATHURST,NEW BRUNSWICK,E2A 1Z2,-4,47.609693,-65.633509,16,2005-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,SU,P2,R,NE,Bathurst (N.B.),15. Gloucester,"Bathhurst, CY 15 012","328. Bathurst, CA/AR",Northern,
41401,CAMPBELLTON AQSD,0,47 AVE VILLAGE,CAMPBELLTON,NEW BRUNSWICK,E3N 3G7,-4,47.996,-66.664,40,,,,,N,,X,X,X,X,X,,,,,,,,,PE,SU,P3,O,NE,Campbellton (New Brunswick part / partie du Nouveau-Brunswick),13. Restigouche,"Addington, VL 13 1314","330. Campbellton, CMA/AR",Northern,
41501,EDMUNDSTON QUEEN ST.,1,19 Queen St. ,EDMUNDSTON,NEW BRUNSWICK,E3V 1A2,-4,47.363195,-68.322302,159,2017-01-01,,,4,N,X,,X,X,X,X,X,,,,,,,,PS,SU,P2,R,,,,,,Central,
41601,GRETNA GREEN,1,15 GRETNA GREEN DRIVE,MIRAMICHI,NEW BRUNSWICK,E1V 5V6,-4,47.025671,-65.520487,24,30/01/2020,,,4.6,N,,,X,X,X,X,X,X,,,,,,,PS,SU,P3,R,MD,Chatham-Douglastown (N.B.),09. Northumberland,"Miramichi, C 09 050","329. Miramichi, CA/AR",Central,
50101,PARC JARRY,0,PARC JARRY,MONTREAL,QUEBEC,,-5,45.53486,-73.63307,47,1974-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,P,na,Montréal (QC.),66. Montreal,"Montreal, V 66 023","462. Montréal, RMR/CMA",South,
50102,JARDIN BOTANIQUE,0,BOUL. ROSEMONT,MONTREAL,QUEBEC,H1X 2C1,-5,45.56221,-73.571785,59,1974-01-01,2009-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,P,na,Montréal (QC.),66. Montreal,"Montreal, V 66 024","462. Montréal, RMR/CMA",South,
50103,MONTRÉAL-SAINT-JEAN-BAPTISTE,1,"1050 A, BOUL. SAINT-JEAN-BAPTISTE",MONTREAL,QUEBEC,H1B 4A1,-5,45.641026,-73.499682,19,1974-01-01,,,4,N,X,,X,X,X,X,X,,,,,X,,,PE,LU,P4,R,MD,Montréal (QC.),66. Montreal,"Montreal, V 66 025","462. Montréal, RMR/CMA",South,
50104,ONTARIO,0,1125 RUE ONTARIO EST,MONTREAL,QUEBEC,H2L 1R2,-5,45.52055,-73.563222,46,1974-01-01,2008-12-31,50134,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),66. Montreal,"Montreal, V 66 026","462. Montréal, RMR/CMA",South,
50105,MONTRÉAL-DRUMMOND,0,1212 RUE DRUMMOND,MONTREAL,QUEBEC,H3G 1V7,-5,45.497859,-73.573035,52,1974-01-01,2014-12-31,"50136, PM",,N,,,,,,,,,,,,,,,PE,LU,P6,C,MD,Montréal (QC.),66. Montreal,"Montreal, V 66 027","462. Montréal, RMR/CMA",South,
50106,VILLE ST-LAURENT,0,VILLE ST-LAURENT,MONTREAL,QUEBEC,,-5,45.525,-73.67194,40,1974-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),66. Montreal,"Montreal, V 66 028","462. Montréal, RMR/CMA",South,
50107,VILLE LASALLE,0,VILLE LASALLE,MONTREAL,QUEBEC,,-5,45.46,-73.60556,13,1974-01-01,2013-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,I,MD,Montréal (QC.),66. Montreal,"Montreal, V 66 029","462. Montréal, RMR/CMA",South,
50108,1700 BOURASSA,0,1700 BOURASSA  LONGUEUIL,MONTREAL,QUEBEC,J4J 3A6,-5,45.52222,-73.48389,29,1982-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),58. Longueuil,"Longueuil, V 58 012","462. Montréal, RMR/CMA",South,
50109,MONTRÉAL-ÉCHANGEUR DÉCARIE,1,"2495 DUNCAN / DECARIE, MT-ROYAL",MONTREAL,QUEBEC,H4P 2A2,-5,45.502648,-73.663913,41,1974-01-01,,,4,N,,X,X,X,X,X,X,,,,,,,,T,LU,P6,I,MI,Montréal (QC.),66. Montreal,"Mont-Royal, V 66 072","462. Montréal, RMR/CMA",South,
50110,PARC-PILON,0,"11280 BOUL. PIE IX, MTL NORD",MONTREAL,QUEBEC,H1H 4B5,-5,45.594576,-73.641535,21,1974-01-01,2013-12-31,50135,,N,,,,,,,,,,,,,,,T,LU,P6,R,MI,Montréal (QC.),66. Montreal,"Montreal, V 66 026","462. Montréal, RMR/CMA",South,
50111,DUVERNAY,0,2900 BOUL. CONCORDE,LAVAL,QUEBEC,H7E 2B6,-5,45.589722,-73.820833,24,1975-01-01,1981-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Montréal (QC.),65. Laval,"Laval, V 65 005","462. Montréal, RMR/CMA",South,
50112,PONT VIAU,0,PONT-VIAU,LAVAL,QUEBEC,,-5,45.56,-73.681389,25,1975-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),65. Laval,"Laval, V 65 006","462. Montréal, RMR/CMA",South,
50113,LAVAL-CHOMEDEY,1,1160 BOUL PIE-IX,LAVAL,QUEBEC,H7V 3B5,-5,45.547463,-73.748317,35,1976-01-01,,,3,N,,X,X,X,X,X,X,,,,,,,,PE,LU,P6,R,NE,Montréal (QC.),65. Laval,"Laval, V 65 007","462. Montréal, RMR/CMA",South,
50114,677 STE-CATHERINE O.,0,677 STE-CATHERINE O.,MONTREAL,QUEBEC,H3B 3Y6,-5,45.50278,-73.57083,97,1976-01-01,1982-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),66. Montreal,"Montreal, V 66 027","462. Montréal, RMR/CMA",South,
50115,MONTRÉAL-MAISONNEUVE,0,1001 BOUL DE MAISONNEUVE OUEST,MONTREAL,QUEBEC,H3A 3C8,-5,45.501531,-73.574311,56,1977-01-01,31/12/2015,50136 (in 2016),,N,,,,,,,,,,,,,,,T,LU,P6,C,MI,Montréal (QC.),66. Montreal,"Montreal, V 66 028","462. Montréal, RMR/CMA",South,
50116,MONTRÉAL-VERDUN,0,"3161 JOSEPH, VERDUN",MONTREAL,QUEBEC,H4G 1H8,-5,45.47167,-73.57222,21,1978-01-01,23/07/2015,50138 (in 2016),11,N,,,,,,,,,,,,,,,T,LU,P6,R,NE,Montréal (QC.),66. Montreal,"Montreal, V 66 029","462. Montréal, RMR/CMA",South,
50117,7405 CHAMPAGNEUR,0,7405 CHAMPAGNEUR,MONTREAL,QUEBEC,H3N 2K1,-5,45.52749,-73.62646,48,1984-01-01,1993-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,P,na,Montréal (QC.),66. Montreal,"Montreal, V 66 030","462. Montréal, RMR/CMA",South,
50118,820 ST. GERMAIN,0,820 ST. GERMAIN,MONTREAL,QUEBEC,,-5,45.51259,-73.67792,36,1984-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),66. Montreal,"Montreal, V 66 031","462. Montréal, RMR/CMA",South,
50119,LONGUEUIL,1,FACE AU 1819 RUE VICTORIA,LONGUEUIL,QUEBEC,J4J 3C8,-5,45.52207,-73.4881,32,1984-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,PE,LU,P6,R,NE,Montréal (QC.),58. Longueuil,"Longueuil, V 58 012","462. Montréal, RMR/CMA",South,
50120,ROXBORO,0,"54, 4e  AVE SUD, ROXBORO",MONTREAL,QUEBEC,,-5,45.49444,-73.80778,33,1988-01-01,1996-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Montréal (QC.),66. Montreal,"Dollar-Des Ormeaux, V 66 142","462. Montréal, RMR/CMA",South,
50121,BROSSARD-PARC OCÉANIE,0,8361 RUE OCEANIE - BROSSARD,LONGUEUIL,QUEBEC,,-5,45.44298,-73.468631,15,1993-01-01,27/01/2016,50122,,N,,,,,,,,,,,,,,,PE,LU,P4,R,NE,Montréal (QC.),58. Longueuil,"Brossard, V 58 007","462. Montréal, RMR/CMA",South,
50122,BROSSARD - PARC SORBONNE,1,EN FACE DU 8400 AVENUE SORBONNE,BROSSARD,QUEBEC,J4X 1N3,-5,45.448663,-73.480819,17,2016-01-01,,50121,,N,X,,X,X,X,X,X,,,,,X,,,PE,LU,P5,R,NE,Montréal (QC.),58. Longueuil,"Brossard, V 58 007","462. Montreal, RMR/CMA",South,
50123,"55 AVENUE LILAS, DORVAL",0,55 AVENUE LILAS,MONTREAL,QUEBEC,H9S 3L8,-5,45.439119,-73.7333,30,1995-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,R,na,Montréal (QC.),66. Montreal,"Dorval, CÉ 66 087","462. Montréal, RMR/CMA",South,
50124,MONTREAL-CHATEAUNEUF-ANJOU,1,7650 BOUL. CHÂTEAUNEUF,MONTREAL,QUEBEC,H1K 4H3,-5,45.602846,-73.558874,51,1997-01-01,,,6,N,X,,X,X,X,X,X,,X,,,X,,,PE,LU,P6,R,MD,Montréal (QC.),66. Montreal,"Montreal, V 66 031","462. Montréal, RMR/CMA",South,2
50125,CENTRE RÉCRÉATIF EDOUARD RIVEST,0,11111 NOTRE-DAME EST,MONTREAL,QUEBEC,H1B 2V7,-5,45.62866,-73.5003,10,,,,,N,,,,,,,,,,,,,,,PE,LU,P4,I,na,Montréal (QC.),66. Montreal,"Montreal-Est, V 66 007","462. Montréal, RMR/CMA",South,
50126,MONTRÉAL-SAINTE-ANNE DE BELLEVUE,1,20965 CH. SAINTE-MARIE,MONTREAL,QUEBEC,H9J 3H2,-5,45.426542,-73.928929,39,1997-01-01,,,4,N,X,,X,X,X,X,X,,,,,,,,PE,LU,P3,R,NE,Montréal (QC.),66. Montreal,"Kirkland, V 66 102","462. Montréal, RMR/CMA",South,
50127,SAINT MICHEL,0,8110 BOUL. SAINT-MICHEL,MONTREAL,QUEBEC,H1Z 3E2,-5,45.563697,-73.610447,60,1998-01-01,31/12/1999,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Montréal (QC.),66. Montreal,"Montreal, V 66 031","462. Montréal, RMR/CMA",South,
50128,MONTRÉAL-AÉROPORT DE MONTRÉAL 1,1,"90-A RUE HERVE-SAINT-MARTIN, DORVAL",MONTREAL,QUEBEC,H4S 2A5,-5,45.468322,-73.741198,33,1998-01-01,,,4,N,,X,X,X,X,X,X,,,,,,,,PE,LU,P3,C,MD,Montréal (QC.),66. Montreal,"Dorval, CÉ 66 087","462. Montréal, RMR/CMA",South,
50129,MONTRÉAL-RIVIÈRE-DES-PRAIRIES,1,12400 WILFRID-OUELLETTE (R-D-P),MONTREAL,QUEBEC,H1E 6K4,-5,45.651691,-73.573825,29,1998-01-01,,,4,N,,X,X,X,X,X,X,,X,X,X,X,X,X,PE,LU,P4,R,NE,Montréal (QC.),66. Montreal,"Montreal, V 66 031","462. Montréal, RMR/CMA",South,1
50130,AÉROPORT DE MONTRÉAL 2,0,"711-A RUE CLEMENT, DORVAL",MONTREAL,QUEBEC,,-5,45.45578,-73.76692,28,1998-01-01,1999-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,C,na,Montréal (QC.),66. Montreal,"Dorval, CÉ 66 087","462. Montréal, RMR/CMA",South,
50131,MONTRÉAL-HOCHELAGA-MAISONNEUVE,1,3259 STE-CATHERINE EST,MONTREAL,QUEBEC,H1W 2C6,-5,45.539928,-73.540388,25,2001-01-01,,,10,N,,,,,,,X,,,,,,,,PE,LU,P6,R,NE,Montréal (QC.),66. Montreal,"Dorval, CÉ 66 087","462. Montréal, RMR/CMA",South,
50132,AÉROPORT DE MONTRÉAL 3,0,"21-A PONNER, DORVAL",MONTREAL,QUEBEC,,-5,45.46063,-73.7863,29,,,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Montréal (QC.),66. Montreal,"Pointe-Claire, V 66 097","462. Montréal, RMR/CMA",South,
50133,MONTRÉAL-CHENIER,0,"8200A RUE CHENIER, Arena Chenier",MONTREAL,QUEBEC,H1K 5E9,-5,45.60176,-73.541992,41,2007-01-01,2018-12-31,,4,N,X,,X,X,X,,X,,,,,X,,,PE,LU,P6,R,NE,Montréal (QC.),66. Montreal,"Montreal, V 66 031","462. Montréal, RMR/CMA",South,
50134,MONTRÉAL-MOLSON or MONTRÉAL-SAINT-JOSEPH,1,2580 SAINT-JOSEPH EST,MONTREAL,QUEBEC,H1Y 2A2,-5,45.54271,-73.57176,53,2008-01-01,,50104,,N,X,,X,X,X,X,X,,X,,,X,,,PE,LU,P6,I,NE,Montréal (QC.),66. Montreal,"Montreal, V 66 032","462. Montréal, RMR/CMA",South,2
50135,MONTRÉAL-CASERNE 17,1,4240 RUE CHARLEROI,MONTREAL,QUEBEC,H1H 1T3,-5,45.5934,-73.63726,41,2013-01-01,,50110,,N,,X,X,X,X,X,X,,,,,,,,PE,LU,P6,R,NE,Montréal (QC.),66. Montreal,"Montreal, V 66 032","462. Montreal, RMR/CMA",South,
50136,MONTRÉAL-ST-DOMINIQUE,1,75 RUE ONTARIO EST,MONTREAL,QUEBEC,H2X 2X2,-5,45.512189,-73.566842,32,2016-01-01,,"50105, 50115",,N,X,X,X,X,X,X,X,,,,,X,,,PE,LU,P6,R,NE,Montréal (QC.),66. Montreal,"Montreal, V 66 032","462. Montreal, RMR/CMA",South,
50137,MONTRÉAL-TERREBONNE - PARC VAILLANT,1,RUES VAILLANT ET DE GRAND-CHAMP,TERREBONNE,QUEBEC,J6X 1N1,-5,45.70476,-73.65776,34,2016-01-01,,,,N,,,X,X,X,X,X,,X,,,,,,PE,LU,P4,R,NE,Montréal (QC.),64. Les Moulins,"Terrebonne, V 64 008","462. Montreal, RMR/CMA",South,2
50138,MONTRÉAL-YORK/ROBERVAL,1,1540 ROBERVAL,MONTREAL,QUEBEC,H4E 1E6,-5,45.464611,-73.582583,25,2016-01-01,,50116,,N,,,X,X,X,X,X,,,,,,,,T,LU,P6,R,MD,Montréal (QC.),66. Montreal,"Montreal, V 66 023","462. Montreal, RMR/CMA",South,
50201,RUE PRINCIPALE,0,"RUE PRINCIPALE, HULL",GATINEAU,QUEBEC,,-5,45.4248,-75.72075,55,1974-01-01,1976-12-31,,,N,,X,X,X,X,X,X,,,,,,,,T,LU,P6,R,na,Ottawa - Gatineau (Quebec part),81. Gatineau,"Gatineau, V 81 017","505. Ottawa - Gatineau, RMR/CMA",South,
50203,GAMELIN,0,"RUE GAMELIN, HULL",GATINEAU,QUEBEC,,-5,45.444167,-75.738889,86,1977-01-01,1996-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Ottawa - Gatineau (Quebec part),81. Gatineau,"Gatineau, V 81 018","505. Ottawa - Gatineau, RMR/CMA",South,
50204,GATINEAU-HULL,1,"255 ST-REDEMPTEUR, HULL",GATINEAU,QUEBEC,J8X 2T4,-5,45.435987,-75.723429,62,1997-01-01,,,16,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P5,R,NE,Ottawa - Gatineau (Quebec part),81. Gatineau,"Gatineau, V 81 019","505. Ottawa - Gatineau, RMR/CMA",South,
50301,SAINT-ROCH,0,DE LA CHAPELLE & STE-MARGUERITE,QUEBEC,QUEBEC,,-5,46.81423,-71.22124,8,1974-01-01,31/03/1981,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Québec (QC.),23. Québec,"Québec, V 23 027","421. Québec, RMR/CMA",South,
50302,BARDY,0,RUE BARDY,QUEBEC,QUEBEC,,-5,46.843333,-71.226667,12,1974-01-02,31/01/1981,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Québec (QC.),23. Québec,"Québec, V 23 028","421. Québec, RMR/CMA",South,
50303,LIMOILOU,0,"801, 4E AVENUE",QUEBEC,QUEBEC,,-5,46.82611,-71.2269,2,1974-01-01,1989-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,I,na,Québec (QC.),23. Québec,"Québec, V 23 029","421. Québec, RMR/CMA",South,
50304,DORCHESTER,0,"155, RUE DORCHESTER SUD",QUEBEC,QUEBEC,,-5,46.81618,-71.22926,2,1974-01-01,1983-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Québec (QC.),23. Québec,"Québec, V 23 030","421. Québec, RMR/CMA",South,
50305,MYRAND,0,"MYRAND & RENE-LEVESQUE, STE-FOY",QUEBEC,QUEBEC,,-5,46.783611,-71.263333,80,1975-01-01,1980-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Québec (QC.),23. Québec,"Québec, V 23 031","421. Québec, RMR/CMA",South,
50306,GOMIN,0,"FACE AU 891, PAINCHAUD, STE-FOY",QUEBEC,QUEBEC,,-5,46.78806,-71.26056,75,1980-01-01,1998-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Québec (QC.),23. Québec,"Québec, V 23 032","421. Québec, RMR/CMA",South,
50307,CARTIER BRÉBOEUF,0,RUE JACQUES CARTIER,QUEBEC,QUEBEC,,-5,46.824444,-71.234722,6,1983-01-01,1998-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Québec (QC.),23. Québec,"Québec, V 23 033","421. Québec, RMR/CMA",South,
50308,QUÉBEC-VIEUX-LIMOILOU (DES SABLES),1,600 RUE DES SABLES,QUEBEC,QUEBEC,G1J 2X9,-5,46.821177,-71.220495,8,1989-01-01,,,8,N,X,X,X,X,X,X,X,,X,X,,X,,,PE,LU,P6,R,MD,Québec (QC.),23. Québec,"Québec, V 23 034","421. Québec, RMR/CMA",South,2
50309,SAINT-ANGE,0,"1352 RANG ST-ANGE, STE-FOY",QUEBEC,QUEBEC,,-5,46.76887,-71.40236,43,1991-01-01,2005-12-31,50311,,N,,,,,,,,,,,,,,,PE,LU,P3,A,na,Québec (QC.),23. Québec,"Québec, V 23 035","421. Québec, RMR/CMA",South,
50310,QUÉBEC- COLLÈGE ST-CHARLES-GARNIER,1,1150 BOUL. RENE-LEVESQUE O.,QUEBEC,QUEBEC,G1S 1V7,-5,46.794873,-71.246387,69,2000-01-01,,,5,N,,,X,X,X,X,X,,,,,,,,PE,LU,P5,R,NE,Québec (QC.),23. Québec,"Québec, V 23 036","421. Québec, RMR/CMA",South,
